mean_abs_delta_before_hedge,mean_abs_delta_after_delta_only,mean_abs_delta_after_delta_gamma,mean_abs_gamma_before_hedge,mean_abs_gamma_after_delta_gamma,pct_days_delta_only_hedged,pct_days_delta_gamma_hedged,mean_abs_delta_before_hedged_days_only,mean_abs_delta_after_delta_only_hedged_days_only,mean_abs_delta_after_delta_gamma_hedged_days_only,mean_abs_gamma_before_hedged_days_only,mean_abs_gamma_after_delta_gamma_hedged_days_only,num_days_total,num_days_delta_only_hedged,num_days_delta_gamma_hedged,num_days_without_valid_delta_gamma_hedge
0.1290360809963623,0.0001156403499494,0.0001156403499494,6.881737307174766e-05,9.951326785132985e-08,0.9976133651551312,0.9976133651551312,0.1292288627532225,0.0,0.0,6.888225659768555e-05,7.606578769750789e-22,419.0,418.0,418.0,1.0
