quote_date,portfolio_daily_pnl_unhedged,spot,spot_tplus1,delta_only_hedge_pnl,daily_pnl_delta_hedged,cumulative_pnl_delta_hedged,delta_gamma_option_hedge_pnl,delta_gamma_underlying_hedge_pnl,daily_pnl_delta_gamma_hedged,cumulative_pnl_delta_gamma_hedged,hedge_status_delta_only,hedge_status_delta_gamma
2023-05-12,-1.3537500000000051,4117.790000000001,4132.83,1.5543098136352655,0.2005598136352604,0.6188933176693137,-0.4356448632273,1.8836646244844244,0.0942697612571192,1.1042324838452644,hedged,hedged
2023-05-15,0.2175000000000012,4132.83,4121.37,-0.1218338364852877,0.0956661635147134,0.7145594811840271,-0.1506464440848713,0.006535933607395,0.0733894895225248,1.1776219733677893,hedged,hedged
2023-05-16,-1.1550000000000078,4121.37,4155.95,1.1713503338749611,0.0163503338749533,0.7309098150589804,-0.24346274779944,1.4169823971485425,0.0185196493490946,1.196141622716884,hedged,hedged
2023-05-17,5.007777777777774,4155.95,4193.6900000000005,-3.2199771425449346,1.787800635232839,2.5187104502918194,-0.7698572610206833,-2.5613537980899634,1.676566718667127,2.872708341384011,hedged,hedged
2023-05-18,-0.2375000000000157,4193.6900000000005,4192.465,-0.1730717679261018,-0.4105717679261176,2.108138682365702,0.0236360946043919,-0.2223107281497421,-0.4361746335453658,2.4365337078386453,hedged,hedged
2023-05-19,-0.090000000000002,4192.465,4192.895,0.0037547847649141,-0.0862452152350878,2.021893467130614,0.0002282142946717,0.0038549820726599,-0.0859168036326702,2.350616904205975,hedged,hedged
2023-05-22,-7.010416666666691,4192.895,4154.07,7.280778538258831,0.2703618715921401,2.292255338722754,0.6553715916601417,6.614736496308685,0.2596914213021364,2.6103083255081114,hedged,hedged
2023-05-23,-1.5354166666666678,4154.07,4119.96,1.644307259997159,0.1088905933304915,2.401145932053246,1.066688991363452,0.7137128935540683,0.2449852182508524,2.855293543758964,hedged,hedged
2023-05-24,2.04166666666667,4119.96,4160.344999999999,-2.0943075443333563,-0.0526408776666862,2.3485050543865595,-0.199229864915937,-1.88675933400553,-0.0443225322547968,2.810971011504167,hedged,hedged
2023-05-25,21.74166666666663,4160.344999999999,4208.8,-21.56623765683073,0.1754290098359021,2.5239340642224617,-0.3772263987224922,-21.13557926811109,0.2288609998330457,3.0398320113372126,hedged,hedged
2023-05-26,0.6399999999999996,4208.8,4207.01,-0.0873867124949127,0.5526132875050869,3.076547351727549,-0.17313706271193,-0.063591080870938,0.4032718564171315,3.443103867754344,hedged,hedged
2023-05-30,-0.5138888888888884,4207.01,4192.5,0.5877005196199424,0.073811630731054,3.1503589824586027,0.201459928633063,0.4542247577187375,0.1417957974629121,3.5848996652172564,hedged,hedged
2023-05-31,1.1097222222222165,4192.5,4215.67,-0.5176990584138433,0.5920231638083732,3.742382146266976,0.455234393824961,-0.9431786532553088,0.6217779627918687,4.206677628009125,hedged,hedged
2023-06-01,28.31499999999999,4215.67,4283.959999999999,-26.058030003410533,2.256969996589458,5.999352142856434,-0.1718271314830259,-25.91526194625476,2.2279109222622075,6.434588550271332,hedged,hedged
2023-06-02,0.3232142857143004,4283.959999999999,4277.5,-0.136775974819843,0.1864383108944573,6.185790453750892,-0.0518628488745898,-0.1088272280868016,0.1625242087529089,6.597112759024241,hedged,hedged
2023-06-05,-0.9499999999999944,4277.5,4283.27,1.6565188691582704,0.706518869158276,6.892309322909168,-0.2956870964139368,1.045888962643052,-0.1997981337708791,6.397314625253362,hedged,hedged
2023-06-06,1.6208333333333431,4283.27,4268.014999999999,-1.529687926540828,0.0911454067925152,6.983454729701683,0.1716171009350976,-1.7930819294864464,-0.0006314952180055,6.396683130035356,hedged,hedged
2023-06-07,2.0986111111111034,4268.014999999999,4295.345,-2.165705828478081,-0.0670947173669778,6.916360012334705,-0.419272015642982,-1.7321911117806663,-0.0528520163125452,6.3438311137228105,hedged,hedged
2023-06-08,1.2651785714285724,4295.345,4301.754999999999,-1.161156749415086,0.1040218220134863,7.020381834348191,-0.0549265385269831,-1.1067662279029304,0.1034858049986586,6.447316918721469,hedged,hedged
2023-06-09,-7.155357142857151,4301.754999999999,4336.685,7.271846050983474,0.1164889081263229,7.136870742474514,-0.5014397522138745,7.667281735284229,0.0104848402132029,6.457801758934672,hedged,hedged
2023-06-12,-0.0770833333333289,4336.685,4364.605,-0.6437742221119166,-0.7208575554452454,6.416013187029268,0.7660449992425358,-1.3867471397687885,-0.6977854738595817,5.760016285075091,hedged,hedged
2023-06-13,0.1444444444444484,4364.605,4365.155,-0.0966040197156262,0.0478404247288221,6.46385361175809,0.1360544875785947,-0.0728435933212298,0.2076553387018132,5.967671623776904,hedged,hedged
2023-06-14,7.882589285714282,4365.155,4428.505,-6.988927889835554,0.8936613958787278,7.357515007636818,0.9224493758489516,-7.647998129641081,1.1570405319221528,7.124712155699057,hedged,hedged
2023-06-15,0.1130952380952431,4428.505,4416.16,-0.3235259552133822,-0.210430717118139,7.147084290518679,-0.1787987208652195,-0.2147056819689305,-0.2804091647389068,6.84430299096015,hedged,hedged
2023-06-16,10.766666666666676,4416.16,4392.925,-10.338479889871218,0.4281867767954583,7.575271067314137,-0.9223449196596316,-9.583282340064248,0.2610394069427979,7.105342397902948,hedged,hedged
2023-06-20,-4.734999999999999,4392.925,4369.495000000001,4.974840470207536,0.239840470207536,7.815111537521673,0.0921761780026449,4.906174498588785,0.2633506765914308,7.368693074494379,hedged,hedged
2023-06-21,1.3476190476190548,4369.495000000001,4376.969999999999,-1.6006696803044729,-0.253050632685418,7.562060904836255,0.0081886368563592,-1.4907156920387166,-0.1349080075633024,7.233785066931077,hedged,hedged
2023-06-22,-2.629166666666668,4376.969999999999,4353.200000000001,2.666117195786336,0.0369505291196676,7.599011433955923,0.39756157633579,2.3224296261215973,0.0908245357907189,7.324609602721796,hedged,hedged
2023-06-23,1.508333333333323,4353.200000000001,4338.255,-0.7369470131317388,0.7713863202015843,8.370397754157507,0.946674954879566,-1.3906919419325685,1.064316346280321,8.388925949002116,hedged,hedged
2023-06-26,0.2997023809523829,4338.255,4381.805,-0.1110584918844411,0.1886438890679417,8.559041643225449,0.3016094780482651,-0.4765975198401432,0.1247143391605047,8.513640288162621,hedged,hedged
2023-06-27,2.286874999999996,4381.805,4369.885,-0.1014467138870858,2.18542828611291,10.744469929338358,-0.1246050192211539,-0.0219096968886574,2.140360283890185,10.654000572052809,hedged,hedged
2023-06-28,3.2785714285714254,4369.885,4388.045,-2.746466803321428,0.5321046252499975,11.276574554588356,0.5728437938636461,-3.5799768425462197,0.2714383798888522,10.92543895194166,hedged,hedged
2023-06-29,2.9597222222222213,4388.045,4454.71,-3.5318869034552005,-0.5721646812329793,10.704409873355376,-0.6658508173613776,-2.577656252075174,-0.28378484721433,10.64165410472733,hedged,hedged
2023-06-30,0.1750000000000005,4454.71,4454.77,0.0020832487627327,0.1770832487627332,10.88149312211811,0.0805537531527374,0.004149268877312,0.2597030220300499,10.90135712675738,hedged,hedged
2023-07-03,-0.0237499999999964,4454.77,4449.56,0.0095058614869063,-0.01424413851309,10.86724898360502,-0.1166498866429891,0.2977507107736965,0.157350824130711,11.058707950888092,hedged,hedged
2023-07-05,-2.2782738095238013,4449.56,4411.185,2.088106053499565,-0.1901677560242367,10.677081227580782,0.5977036628733101,1.51867858210283,-0.1618915645476613,10.896816386340433,hedged,hedged
2023-07-06,-0.6249999999999928,4411.185,4409.29,0.1310633546301127,-0.49393664536988,10.183144582210902,0.355108327284064,0.0316509537215465,-0.2382407189943822,10.65857566734605,hedged,hedged
2023-07-07,-1.3274999999999988,4409.29,4402.3150000000005,1.0737404836109123,-0.2537595163890864,9.929385065821815,-0.0474803462596312,1.164731446139187,-0.210248900120443,10.448326767225604,hedged,hedged
2023-07-10,-5.4604166666666725,4402.3150000000005,4433.205,5.366031139881094,-0.0943855267855786,9.834999539036236,1.37861207587631,4.002633924388817,-0.079170666401545,10.36915610082406,hedged,hedged
2023-07-11,4.644642857142862,4433.205,4475.3150000000005,-5.17159853985452,-0.5269556827116579,9.308043856324575,-1.3111228466917315,-3.806020474832139,-0.4725004643810093,9.89665563644305,hedged,hedged
2023-07-12,4.458749999999993,4475.3150000000005,4517.27,-5.215385272968731,-0.7566352729687376,8.55140858335584,-1.9540068468509555,-3.44891126009379,-0.944168106944752,8.952487529498299,hedged,hedged
2023-07-13,-2.0625,4517.27,4502.795,2.16473200573634,0.1022320057363397,8.65364058909218,-0.0645147193999993,2.250059052300972,0.1230443329009722,9.075531862399272,hedged,hedged
2023-07-14,1.6485714285714297,4502.795,4526.879999999999,-1.4648683012995094,0.1837031272719202,8.837343716364101,0.360653110943578,-1.90806324831126,0.1011612912037478,9.17669315360302,hedged,hedged
2023-07-17,2.5103571428571345,4526.879999999999,4558.32,-2.8767368223669187,-0.3663796795097842,8.470964036854317,0.4265453790639135,-3.268102832245134,-0.3312003103240859,8.845492843278935,hedged,hedged
2023-07-18,2.2241071428571466,4558.32,4568.75,-2.5063033066283245,-0.2821961637711778,8.18876787308314,-0.3281048032625823,-2.149107344570791,-0.2531050049762267,8.592387838302708,hedged,hedged
2023-07-19,-10.929999999999996,4568.75,4533.91,10.788229441380432,-0.1417705586195641,8.046997314463576,3.527375066001846,7.554144087479021,0.151519153480871,8.743906991783579,hedged,hedged
2023-07-20,0.6869047619047595,4533.91,4537.49,-0.9184008887682978,-0.2314961268635383,7.815501187600038,0.2893024296478951,-1.0323346243564735,-0.056127432803819,8.68777955897976,hedged,hedged
2023-07-21,2.108333333333333,4537.49,4552.755,-2.1489914861682347,-0.0406581528349017,7.774843034765136,0.33275058281044,-2.438270925951604,0.0028129901921696,8.690592549171928,hedged,hedged
2023-07-24,0.2062500000000007,4552.755,4571.41,-0.2953772054229753,-0.0891272054229745,7.685715829342161,-0.3942071268615251,0.2340746860105245,0.0461175591490001,8.736710108320928,hedged,hedged
2023-07-25,-0.6166666666666665,4571.41,4566.57,0.4429364242893986,-0.1737302423772678,7.511985586964894,0.1964862271202548,0.3753225292480701,-0.0448579102983414,8.691852198022586,hedged,hedged
2023-07-26,-1.1290624999999972,4566.57,4533.335,1.1447899484920314,0.0157274484920342,7.527713035456928,-1.0212718313656706,1.9380405974754704,-0.2122937338901971,8.479558464132388,hedged,hedged
2023-07-27,-2.2593749999999955,4533.335,4578.62,2.585520896759684,0.3261458967596886,7.8538589322166175,0.307285752886196,2.2780265526157897,0.32593730550199,8.805495769634378,hedged,hedged
2023-07-28,0.308333333333331,4578.62,4577.33,-0.0680378175376874,0.2402955157956435,8.094154448012262,0.1114347043059678,-0.1135110911363206,0.3062569465029782,9.111752716137357,hedged,hedged
2023-07-31,0.3449999999999981,4577.33,4575.665,-0.0785221772213594,0.2664778227786386,8.3606322707909,0.1368247403011901,-0.1824184248755941,0.2994063154255941,9.411159031562953,hedged,hedged
2023-08-01,3.450000000000013,4575.665,4513.475,-3.390736218492824,0.0592637815071888,8.419896052298089,-0.3857031537795136,-2.9037580184087712,0.1605388278117283,9.57169785937468,hedged,hedged
2023-08-02,-1.933928571428572,4513.475,4503.9,1.926988164797668,-0.006940406630904,8.412955645667186,-0.1757517078534534,2.224435893113968,0.1147556138319427,9.686453473206624,hedged,hedged
2023-08-03,-8.931666666666668,4503.9,4475.67,8.014879306347224,-0.9167873603194449,7.496168285347741,1.1752497434338869,6.766601577034534,-0.989815346198248,8.696638127008374,hedged,hedged
2023-08-04,6.47,4475.67,4511.68,-5.72249073772148,0.7475092622785198,8.24367754762626,0.4795318327391371,-6.29535172653938,0.6541801061997568,9.35081823320813,hedged,hedged
2023-08-07,-0.884375000000002,4511.68,4499.93,0.938384845886292,0.0540098458862899,8.29768739351255,-0.0943963430501334,1.051172736681364,0.0724013936312284,9.42321962683936,hedged,hedged
2023-08-08,-2.252499999999997,4499.93,4481.595,2.628170819192644,0.375670819192647,8.673358212705198,0.061756528717415,2.556515159470891,0.3657716881883091,9.788991315027667,hedged,hedged
2023-08-09,-3.861875,4481.595,4462.76,3.584218621286027,-0.277656378713973,8.395701833991225,-0.0870343743292541,3.670692669616327,-0.2782167047129276,9.51077461031474,hedged,hedged
2023-08-10,1.1267857142857232,4462.76,4466.605,-0.4516601443232842,0.675125569962439,9.070827403953665,0.1875974790096227,-0.4980023377025777,0.8163808555927681,10.32715546590751,hedged,hedged
2023-08-11,-2.925000000000002,4466.605,4484.355,2.765950900407883,-0.159049099592119,8.911778304361546,0.0706108278374281,2.6775157505106693,-0.1768734216519045,10.150282044255604,hedged,hedged
2023-08-14,3.890624999999997,4484.355,4432.620000000001,-3.7838860810085286,0.1067389189914682,9.018517223353014,0.8308222524046501,-4.469531365359343,0.2519158870453042,10.402197931300908,hedged,hedged
2023-08-15,3.3375,4432.620000000001,4411.42,-3.2211719761079625,0.1163280238920374,9.134845247245051,0.3491170758099212,-3.664344973151517,0.0222721026584045,10.424470033959311,hedged,hedged
2023-08-16,0.8916666666666577,4411.42,4368.764999999999,-0.3800235707101957,0.511643095956462,9.646488343201511,-0.0402062355367169,-0.3429054443823062,0.5085549867476346,10.933025020706948,hedged,hedged
2023-08-17,-0.1343750000000074,4368.764999999999,4373.719999999999,0.0367581401481832,-0.0976168598518241,9.54887148334969,0.4816183414999798,-0.1594958745668337,0.1877474669331386,11.120772487640089,hedged,hedged
2023-08-18,-0.5583333333333234,4373.719999999999,4405.73,0.4195108342934343,-0.138822499039889,9.4100489843098,0.0051480902770872,0.4147726001480621,-0.1384126429081739,10.982359844731914,hedged,hedged
2023-08-21,0.8600694444444468,4405.73,4383.38,-0.5533123335980842,0.3067571108463626,9.716806095156162,0.6772771523072967,-1.3397151053945386,0.1976314913572048,11.17999133608912,hedged,hedged
2023-08-22,10.006249999999996,4383.38,4439.595,-9.884265556489185,0.1219844435108115,9.838790538666974,-0.3493282575295299,-9.51800849208484,0.1389132503856256,11.318904586474744,hedged,hedged
2023-08-23,-7.759374999999995,4439.595,4385.46,8.061172685309183,0.3017976853091877,10.14058822397616,2.0076056706570995,5.982580894726649,0.2308115653837532,11.549716151858496,hedged,hedged
2023-08-24,4.260416666666663,4385.46,4413.905,-3.5890980550556097,0.6713186116110537,10.811906835587216,0.7275604389994473,-4.143223814074939,0.8447532915911715,12.394469443449667,hedged,hedged
2023-08-25,2.8325000000000022,4413.905,4429.445,-2.8067420021158327,0.0257579978841695,10.837664833471386,0.1720895618090439,-3.071731928382419,-0.067142366573373,12.327327076876296,hedged,hedged
2023-08-28,-11.706250000000004,4429.445,4499.465,11.91339686279287,0.2071468627928663,11.044811696264253,-1.041138743955539,13.18300309917976,0.4356143552242155,12.762941432100511,hedged,hedged
2023-08-29,2.4184523809523784,4499.465,4513.87,-2.29666667093881,0.1217857100135684,11.16659740627782,0.0737107274398278,-2.41051444647659,0.081648661915616,12.844590094016128,hedged,hedged
2023-08-30,0.6098214285714241,4513.87,4519.465,-1.0245914384393344,-0.4147700098679103,10.751827396409912,0.0055817292434758,-0.9603868874300804,-0.3449837296151803,12.499606364400949,hedged,hedged
2023-08-31,0.8591666666666689,4519.465,4513.924999999999,-0.861157120176467,-0.001990453509798,10.749836942900114,0.7888418198483814,-1.2054844744210806,0.4425240120939697,12.942130376494916,hedged,hedged
2023-09-01,1.471874999999999,4513.924999999999,4507.23,-1.6672372137795473,-0.1953622137795483,10.554474729120566,0.0508866450245804,-1.8103412582122465,-0.2875796131876669,12.654550763307247,hedged,hedged
2023-09-05,1.1874999999999962,4507.23,4464.415,-1.0404191318078109,0.1470808681921853,10.701555597312751,0.0021636589498847,-1.0424617494751565,0.1472019094747245,12.801752672781973,hedged,hedged
2023-09-06,-2.5791666666666635,4464.415,4454.83,2.3532646948513616,-0.2259019718153019,10.475653625497449,-0.2644478936527038,2.6959419916604817,-0.1476725686588857,12.654080104123087,hedged,hedged
2023-09-07,0.5914285714285722,4454.83,4452.889999999999,0.30657847601251,0.8980070474410822,11.37366067293853,-0.0897758138248007,0.2726643702440712,0.7743171278478427,13.42839723197093,hedged,hedged
2023-09-08,-0.2970238095238164,4452.889999999999,4487.860000000001,0.3991475974423499,0.1021237879185334,11.475784460857064,0.8439711641265505,-0.4693627672580197,0.0775845873447144,13.505981819315643,hedged,hedged
2023-09-11,5.2687499999999865,4487.860000000001,4462.245000000001,-5.262660245257622,0.0060897547423648,11.48187421559943,-0.3291088665853913,-4.94396116801128,-0.0043200345966853,13.50166178471896,hedged,hedged
2023-09-12,0.933333333333326,4462.245000000001,4465.5,-0.8976365420174255,0.0356967913159005,11.517571006915327,-0.1669060031746095,-0.8502558553784665,-0.08382852521975,13.417833259499208,hedged,hedged
2023-09-13,1.5981249999999945,4465.5,4506.52,-1.4517538790718651,0.1463711209281293,11.66394212784346,-0.0813103798382948,-1.369189471055476,0.1476251491062237,13.565458408605432,hedged,hedged
2023-09-14,-11.297222222222222,4506.52,4448.639999999999,10.965955411029364,-0.331266811192858,11.3326753166506,0.2535974586225918,10.70778694471858,-0.3358378188810516,13.22962058972438,hedged,hedged
2023-09-15,-0.1099999999999952,4448.639999999999,4449.625,0.0789858811969238,-0.0310141188030713,11.30166119784753,-0.021994218415986,0.0878334771107632,-0.044160741305218,13.185459848419162,hedged,hedged
2023-09-18,0.2250000000000021,4449.625,4445.84,-0.1249853163151424,0.1000146836848596,11.40167588153239,-0.3993982816882869,0.1123465198381308,-0.062051761850154,13.123408086569007,hedged,hedged
2023-09-19,0.0809523809523831,4445.84,4408.67,0.0723271051933003,0.1532794861456833,11.554955367678073,0.6502274864243568,-0.5203944113076228,0.2107854560691171,13.334193542638126,hedged,hedged
2023-09-20,-7.065625,4408.67,4338.85,6.774675438541421,-0.2909495614585786,11.264005806219494,-0.4316040740844612,7.116851425180448,-0.3803776489040134,12.953815893734111,hedged,hedged
2023-09-21,-1.629166666666667,4338.85,4326.285,1.513222598000696,-0.1159440686659709,11.148061737553522,-0.0332774289729178,1.566344294131361,-0.0960998015082239,12.857716092225887,hedged,hedged
2023-09-22,-0.081250000000001,4326.285,4327.965,-0.1142837084851279,-0.1955337084851289,10.952528029068391,0.0315166314077219,-0.1388452022713155,-0.1885785708635945,12.669137521362297,hedged,hedged
2023-09-25,-3.036458333333336,4327.965,4274.49,1.4509202256095652,-1.585538107723771,9.366989921344622,1.836056396112358,0.008628126934465,-1.1917738102865132,11.477363711075782,hedged,hedged
2023-09-26,-0.0562499999999994,4274.49,4267.35,0.6826363629943208,0.6263863629943215,9.993376284338945,-0.0045186710855942,0.6352965161803352,0.5745278450947415,12.051891556170524,hedged,hedged
2023-09-27,4.070833333333334,4267.35,4299.06,-3.133361184278058,0.9374721490552758,10.93084843339422,-1.0832679923021458,-2.2576331704468986,0.7299321705842896,12.781823726754814,hedged,hedged
2023-09-28,-2.1718750000000004,4299.06,4285.61,1.8227803053621523,-0.3490946946378479,10.58175373875637,-0.2566193135489981,2.103023957884665,-0.3254703556643332,12.45635337109048,hedged,hedged
2023-09-29,0.3250000000000106,4285.61,4276.965,-0.2705087841645063,0.0544912158355043,10.636244954591875,0.2006491606175058,-0.541206773045791,-0.0155576124282745,12.440795758662206,hedged,hedged
2023-10-02,7.990937500000001,4276.965,4225.905,-8.912248664383247,-0.921311164383246,9.71493379020863,-1.479478178321258,-6.943761186010568,-0.4323018643318255,12.008493894330382,hedged,hedged
2023-10-03,5.029374999999995,4225.905,4264.695,-4.849460104399815,0.1799148956001799,9.89484868580881,-1.1174080357885383,-3.897405834897699,0.0145611293137566,12.023055023644138,hedged,hedged
2023-10-04,-0.9708333333333312,4264.695,4259.48,0.8033969546671722,-0.167436378666159,9.727412307142652,0.0163245950106379,0.7648418057495637,-0.1896669325731295,11.83338809107101,hedged,hedged
2023-10-05,7.539999999999999,4259.48,4318.08,-7.334240344585986,0.2057596554140133,9.933171962556663,-0.4129319039255516,-6.8712185827555485,0.2558495133188989,12.089237604389908,hedged,hedged
2023-10-06,-3.502500000000003,4318.08,4361.61,3.7737280867737946,0.2712280867737915,10.204400049330456,0.247090750652609,3.5292109713553312,0.2738017220079372,12.363039326397844,hedged,hedged
2023-10-10,-3.0020833333333465,4361.61,4373.5650000000005,3.3595526503694093,0.3574693170360628,10.56186936636652,-0.6337787947537028,3.8120738677086927,0.1762117396216433,12.539251066019489,hedged,hedged
2023-10-11,-6.394444444444447,4373.5650000000005,4350.3150000000005,5.616399505838107,-0.7780449386063397,9.78382442776018,1.4101205519598894,4.442139859115642,-0.5421840333689154,11.997067032650572,hedged,hedged
2023-10-12,-8.770000000000003,4350.3150000000005,4317.3150000000005,6.882720708900185,-1.8872792910998184,7.896545136660362,-0.9090073153781558,7.472642509606539,-2.2063648057716208,9.790702226878953,hedged,hedged
2023-10-13,2.7797619047619,4317.3150000000005,4376.745000000001,-2.7861178653267547,-0.0063559605648548,7.890189176095507,0.5765953800314871,-3.295433342853768,0.060923941939619,9.851626168818571,hedged,hedged
2023-10-16,-1.6814285714285755,4376.745000000001,4362.825,1.6369513417752104,-0.044477229653365,7.845711946442142,0.3930816414056674,1.195031956790203,-0.0933149732327049,9.758311195585868,hedged,hedged
2023-10-17,-7.683333333333327,4362.825,4312.58,7.410978131974226,-0.2723552013591011,7.573356745083041,-1.8610686172130828,8.944795833193876,-0.5996061173525344,9.158705078233332,hedged,hedged
2023-10-18,-10.624404761904763,4312.58,4271.85,9.602212287409662,-1.0221924744951014,6.55116427058794,-1.65238278790422,10.976555764465664,-1.3002317853433176,7.8584732928900145,hedged,hedged
2023-10-19,-6.94375,4271.85,4227.57,7.793014882409305,0.8492648824093054,7.400429152997245,-0.3996826081625846,8.246278065976586,0.902845457814002,8.761318750704017,hedged,hedged
2023-10-20,2.364583333333337,4227.57,4221.375,-1.0676640252267404,1.2969193081065966,8.697348461103841,-0.5658151773888552,-1.5926734940834446,0.2060946618610371,8.967413412565055,hedged,hedged
2023-10-23,0.0043750000000025,4221.375,4252.775,1.17432000263142,1.1786950026314225,9.876043463735265,-2.4012374697152064,3.053457842454,0.6565953727387961,9.62400878530385,hedged,hedged
2023-10-24,-3.716666666666667,4252.775,4187.625,3.533363891223204,-0.183302775443463,9.6927406882918,-0.0207710429537729,3.5510340447446365,-0.1864036648758031,9.437605120428048,hedged,hedged
2023-10-25,-1.646875000000008,4187.625,4137.25,1.9643930606003428,0.3175180606003347,10.010258748892136,-0.6979128650994822,2.642075712002496,0.2972878469030053,9.734892967331051,hedged,hedged
2023-10-26,-5.325297619047621,4137.25,4105.085,5.39445056827381,0.069152949226189,10.079411698118324,-0.4641566938966748,5.859801512113488,0.0703471991691921,9.805240166500244,hedged,hedged
2023-10-27,-3.5792857142857097,4105.085,4171.79,3.599581945727936,0.0202962314422263,10.099707929560552,-6.075440319048245,8.987556888214431,-0.667169145119523,9.13807102138072,hedged,hedged
2023-10-30,-0.5209821428571462,4171.79,4190.610000000001,2.1818822946926604,1.6609001518355142,11.760608081396066,-1.5585819454177705,3.1319125590051127,1.052348470730196,10.190419492110918,hedged,hedged
2023-10-31,-38.81625,4190.610000000001,4316.49,39.99877549589075,1.1825254958907507,12.943133577286815,-0.2635402648632692,40.31818857771252,1.238398312849256,11.428817804960174,hedged,hedged
2023-11-02,-3.4587053571428665,4316.49,4364.055,3.0650781573083603,-0.3936271998345062,12.54950637745231,-0.2882795079872577,3.340330925881248,-0.4066539392488764,11.022163865711295,hedged,hedged
2023-11-03,-0.4785714285714275,4364.055,4359.235000000001,0.2194276859052693,-0.2591437426661581,12.290362634786153,-0.0690036953204646,0.0056029588002586,-0.5419721650916336,10.480191700619663,hedged,hedged
2023-11-06,1.2857142857142871,4359.235000000001,4385.335,-1.250949005824298,0.0347652798899891,12.32512791467614,0.0825446259650365,-1.333256448002221,0.0350024636771026,10.515194164296766,hedged,hedged
2023-11-07,-0.3989583333333334,4385.335,4386.49,-0.194863474028416,-0.5938218073617494,11.731306107314392,0.0971531202026644,-0.2114537394278389,-0.513258952558508,10.00193521173826,hedged,hedged
2023-11-08,-3.5849999999999955,4386.49,4344.435,3.7104755099626017,0.1254755099626061,11.856781617276996,-1.5228013894063823,5.036202006345101,-0.0715993830612768,9.93033582867698,hedged,hedged
2023-11-09,9.419444444444444,4344.435,4414.635,-9.434411818189,-0.0149673737445557,11.841814243532442,-0.1447986914823904,-9.26009903865682,0.0145467143052329,9.944882542982214,hedged,hedged
2023-11-10,0.4375,4414.635,4413.530000000001,-0.0503065026759769,0.387193497324023,12.229007740856463,0.0020586680167905,-0.0394703330571323,0.4000883349596581,10.344970877941872,hedged,hedged
2023-11-13,-15.453571428571433,4413.530000000001,4503.8150000000005,14.932767409906829,-0.5208040186646041,11.70820372219186,-1.1763782131117866,16.489286159687456,-0.1406634819957624,10.20430739594611,hedged,hedged
