quote_date,coverage_final,n_obs_raw,n_obs_unique,coverage,status,interp_used
2023-08-24,0.8,2497,1678,0.8,kept,linear
2023-08-25,0.806,2589,1778,0.806,kept,linear
2023-08-28,0.794,2518,1715,0.794,kept,linear
2023-08-29,0.816,3096,2008,0.816,kept,linear
2023-08-30,0.804,2922,2033,0.804,kept,linear
2023-08-31,0.81,2442,1743,0.81,kept,linear
2023-09-01,0.798,2595,1832,0.798,kept,linear
2023-09-05,0.762,2473,1697,0.762,kept,linear
2023-09-06,0.756,2853,1888,0.756,kept,linear
2023-09-07,0.76,2483,1718,0.76,kept,linear
2023-09-08,0.75,2578,1771,0.75,kept,linear
2023-09-11,0.768,2611,1765,0.768,kept,linear
2023-09-12,0.762,2639,1809,0.762,kept,linear
2023-09-13,0.756,2623,1791,0.756,kept,linear
2023-09-14,0.728,2736,1841,0.728,kept,linear
2023-09-15,0.764,3230,2079,0.764,kept,linear
2023-09-18,0.762,2809,1871,0.762,kept,linear
2023-09-19,0.768,2969,1964,0.768,kept,linear
2023-09-20,0.748,3043,1989,0.748,kept,linear
2023-09-21,0.86,3429,2196,0.86,kept,linear
2023-09-22,0.824,3216,2108,0.824,kept,linear
2023-09-25,0.818,3117,2078,0.818,kept,linear
2023-09-26,0.822,3547,2295,0.822,kept,linear
2023-09-27,0.828,3562,2258,0.828,kept,linear
2023-09-28,0.822,3010,1983,0.822,kept,linear
2023-09-29,0.824,3444,2183,0.824,kept,linear
2023-10-02,0.824,3004,1928,0.824,kept,linear
2023-10-03,0.82,3345,2108,0.82,kept,linear
2023-10-04,0.822,2959,1852,0.822,kept,linear
2023-10-05,0.822,2653,1746,0.822,kept,linear
2023-10-06,0.822,3192,2025,0.822,kept,linear
2023-10-10,0.82,3290,2096,0.82,kept,linear
2023-10-11,0.802,2589,1726,0.802,kept,linear
2023-10-12,0.81,2785,1816,0.81,kept,linear
2023-10-13,0.826,2831,1871,0.826,kept,linear
2023-10-16,0.814,2841,1827,0.814,kept,linear
2023-10-17,0.814,2707,1781,0.814,kept,linear
2023-10-18,0.822,3012,1908,0.822,kept,linear
2023-10-19,0.87,2715,1839,0.87,kept,linear
2023-10-20,0.828,3187,2072,0.828,kept,linear
2023-10-23,0.822,3051,1992,0.822,kept,linear
2023-10-24,0.822,2641,1793,0.822,kept,linear
2023-10-25,0.818,3331,2152,0.818,kept,linear
2023-10-26,0.824,3301,2077,0.824,kept,linear
2023-10-27,0.824,3336,2138,0.824,kept,linear
2023-10-30,0.816,3073,2003,0.816,kept,linear
2023-10-31,0.82,3035,1955,0.82,kept,linear
2023-11-02,0.822,3246,2029,0.822,kept,linear
2023-11-03,0.82,3165,2050,0.82,kept,linear
2023-11-06,0.774,2748,1832,0.774,kept,linear
2023-11-07,0.774,2652,1826,0.774,kept,linear
2023-11-08,0.766,2664,1843,0.766,kept,linear
2023-11-09,0.77,2576,1738,0.77,kept,linear
2023-11-10,0.766,3103,2045,0.766,kept,linear
2023-11-13,0.774,2664,1777,0.774,kept,linear
2023-11-14,0.774,3580,2221,0.774,kept,linear
2023-11-15,0.762,2984,1919,0.762,kept,linear
2023-11-16,0.838,2198,1593,0.838,kept,linear
2023-11-17,0.8,2459,1746,0.8,kept,linear
2023-11-20,0.816,2864,1947,0.816,kept,linear
2023-11-21,0.81,2416,1698,0.81,kept,linear
2023-11-22,0.808,2613,1829,0.808,kept,linear
2023-11-24,0.794,1969,1440,0.794,kept,linear
2023-11-27,0.808,2462,1731,0.808,kept,linear
2023-11-28,0.814,2545,1751,0.814,kept,linear
2023-11-29,0.8,2564,1802,0.8,kept,linear
2023-11-30,0.808,2114,1492,0.808,kept,linear
2023-12-01,0.804,2747,1881,0.804,kept,linear
2023-12-04,0.762,2500,1739,0.762,kept,linear
2023-12-05,0.768,2285,1644,0.768,kept,linear
2023-12-06,0.758,2507,1774,0.758,kept,linear
2023-12-07,0.762,2345,1637,0.762,kept,linear
2023-12-08,0.768,2757,1874,0.768,kept,linear
2023-12-11,0.754,2823,1906,0.754,kept,linear
2023-12-12,0.758,2941,1951,0.758,kept,linear
2023-12-13,0.772,3335,2137,0.772,kept,linear
2023-12-14,0.77,3228,2065,0.77,kept,linear
2023-12-15,0.762,3141,2017,0.762,kept,linear
2023-12-18,0.764,3244,2057,0.764,kept,linear
2023-12-19,0.774,3271,2108,0.774,kept,linear
2023-12-20,0.77,3660,2360,0.77,kept,linear
2023-12-21,0.852,2761,1921,0.852,kept,linear
2023-12-22,0.822,2793,2003,0.822,kept,linear
2023-12-26,0.806,2522,1810,0.806,kept,linear
2023-12-27,0.82,2779,2025,0.82,kept,linear
2023-12-28,0.822,2724,1894,0.822,kept,linear
2023-12-29,0.814,2986,2068,0.814,kept,linear
2024-01-02,0.82,2938,1980,0.82,kept,linear
2024-01-03,0.81,2926,1949,0.81,kept,linear
2024-01-04,0.814,2676,1815,0.814,kept,linear
2024-01-05,0.828,3035,2024,0.828,kept,linear
2024-01-08,0.814,3187,2067,0.814,kept,linear
2024-01-09,0.804,2845,1957,0.804,kept,linear
2024-01-10,0.806,3040,1978,0.806,kept,linear
2024-01-11,0.81,3043,1988,0.81,kept,linear
2024-01-12,0.81,3086,2038,0.81,kept,linear
2024-01-16,0.816,3115,2035,0.816,kept,linear
2024-01-17,0.808,3091,1997,0.808,kept,linear
2024-01-18,0.856,2418,1690,0.856,kept,linear
2024-01-19,0.806,3210,2042,0.806,kept,linear
2024-01-22,0.818,2969,2002,0.818,kept,linear
2024-01-23,0.812,2784,1912,0.812,kept,linear
2024-01-24,0.818,3309,2137,0.818,kept,linear
2024-01-25,0.822,2643,1810,0.822,kept,linear
2024-01-26,0.828,2819,1919,0.828,kept,linear
2024-01-29,0.812,2889,1942,0.812,kept,linear
2024-01-30,0.812,2799,1880,0.812,kept,linear
2024-01-31,0.816,2994,1918,0.816,kept,linear
2024-02-01,0.81,2703,1807,0.81,kept,linear
2024-02-02,0.812,3299,2113,0.812,kept,linear
2024-02-05,0.78,2888,1920,0.78,kept,linear
2024-02-06,0.76,2635,1813,0.76,kept,linear
2024-02-07,0.764,3197,2087,0.764,kept,linear
2024-02-08,0.76,2514,1713,0.76,kept,linear
2024-02-09,0.77,3139,2011,0.77,kept,linear
2024-02-12,0.77,3165,1999,0.77,kept,linear
2024-02-13,0.768,3572,2287,0.768,kept,linear
2024-02-14,0.766,3091,2001,0.766,kept,linear
2024-02-15,0.766,2486,1747,0.766,kept,linear
2024-02-16,0.758,2559,1803,0.758,kept,linear
2024-02-20,0.768,2612,1810,0.768,kept,linear
2024-02-21,0.77,2357,1663,0.77,kept,linear
2024-02-22,0.87,3297,2077,0.87,kept,linear
2024-02-23,0.814,3024,1994,0.814,kept,linear
2024-02-26,0.812,2854,1985,0.812,kept,linear
2024-02-27,0.82,2753,2006,0.82,kept,linear
2024-02-28,0.82,2471,1732,0.82,kept,linear
2024-02-29,0.814,2562,1807,0.814,kept,linear
2024-03-01,0.802,3139,2062,0.802,kept,linear
2024-03-04,0.822,2903,1945,0.822,kept,linear
2024-03-05,0.8,3253,2153,0.8,kept,linear
2024-03-06,0.798,2927,1944,0.798,kept,linear
2024-03-07,0.796,2949,1925,0.796,kept,linear
2024-03-08,0.798,3262,2105,0.798,kept,linear
2024-03-11,0.766,2965,1951,0.766,kept,linear
2024-03-12,0.768,3180,2051,0.768,kept,linear
2024-03-13,0.76,2840,1882,0.76,kept,linear
2024-03-14,0.762,2924,1911,0.762,kept,linear
2024-03-15,0.766,3060,2018,0.766,kept,linear
2024-03-18,0.764,2891,1927,0.764,kept,linear
2024-03-19,0.756,2885,1927,0.756,kept,linear
2024-03-20,0.77,3405,2198,0.77,kept,linear
2024-03-21,0.858,3248,2164,0.858,kept,linear
2024-03-22,0.81,2788,1951,0.81,kept,linear
2024-03-25,0.816,2868,2014,0.816,kept,linear
2024-03-26,0.81,2799,2034,0.81,kept,linear
2024-03-27,0.804,2697,1948,0.804,kept,linear
2024-03-28,0.816,2928,1995,0.816,kept,linear
2024-04-01,0.814,2507,1718,0.814,kept,linear
2024-04-02,0.816,2782,1861,0.816,kept,linear
2024-04-03,0.794,2272,1592,0.794,kept,linear
2024-04-04,0.814,2872,1891,0.814,kept,linear
2024-04-05,0.82,2779,1847,0.82,kept,linear
2024-04-08,0.822,2343,1649,0.822,kept,linear
2024-04-09,0.808,2785,1861,0.808,kept,linear
2024-04-10,0.802,2913,1900,0.802,kept,linear
2024-04-11,0.804,2815,1823,0.804,kept,linear
2024-04-12,0.808,3607,2311,0.808,kept,linear
2024-04-15,0.81,3615,2266,0.81,kept,linear
2024-04-16,0.8,3282,2123,0.8,kept,linear
2024-04-17,0.858,3520,2250,0.858,kept,linear
2024-04-18,0.818,2890,2083,0.818,kept,linear
2024-04-19,0.816,3713,2496,0.816,kept,linear
2024-04-22,0.82,3488,2357,0.82,kept,linear
2024-04-23,0.806,3084,2141,0.806,kept,linear
2024-04-24,0.814,2752,1969,0.814,kept,linear
2024-04-25,0.818,2773,1910,0.818,kept,linear
2024-04-26,0.816,2869,2049,0.816,kept,linear
2024-04-29,0.804,2747,1989,0.804,kept,linear
2024-04-30,0.812,2875,2070,0.812,kept,linear
2024-05-01,0.812,3092,2172,0.812,kept,linear
2024-05-02,0.808,2584,1903,0.808,kept,linear
2024-05-03,0.8,3184,2181,0.8,kept,linear
2024-05-06,0.766,3002,2094,0.766,kept,linear
2024-05-07,0.758,2959,2081,0.758,kept,linear
2024-05-08,0.764,2540,1827,0.764,kept,linear
2024-05-09,0.76,2751,1971,0.76,kept,linear
2024-05-10,0.77,2909,2072,0.77,kept,linear
2024-05-13,0.758,2575,1864,0.758,kept,linear
2024-05-14,0.748,2610,1865,0.748,kept,linear
2024-05-15,0.762,3599,2392,0.762,kept,linear
2024-05-16,0.834,2966,2056,0.834,kept,linear
2024-05-17,0.804,2875,1944,0.804,kept,linear
2024-05-20,0.808,2808,1940,0.808,kept,linear
2024-05-21,0.8,2665,1890,0.8,kept,linear
2024-05-22,0.808,2941,2008,0.808,kept,linear
2024-05-23,0.828,2920,2072,0.828,kept,linear
2024-05-24,0.79,2493,1885,0.79,kept,linear
2024-05-28,0.808,2548,1922,0.808,kept,linear
2024-05-29,0.808,2564,1940,0.808,kept,linear
2024-05-30,0.792,2285,1697,0.792,kept,linear
2024-05-31,0.816,2835,2035,0.816,kept,linear
2024-06-03,0.772,2682,1899,0.772,kept,linear
2024-06-04,0.762,2274,1647,0.762,kept,linear
2024-06-05,0.78,3002,2149,0.78,kept,linear
2024-06-06,0.766,2372,1773,0.766,kept,linear
2024-06-07,0.766,2593,1869,0.766,kept,linear
2024-06-10,0.77,2493,1841,0.77,kept,linear
2024-06-11,0.756,2503,1827,0.756,kept,linear
2024-06-12,0.76,3540,2384,0.76,kept,linear
2024-06-13,0.76,2770,1956,0.76,kept,linear
2024-06-14,0.75,2623,1881,0.75,kept,linear
2024-06-17,0.77,3592,2367,0.77,kept,linear
2024-06-18,0.758,3221,2175,0.758,kept,linear
2024-06-20,0.868,2781,1982,0.868,kept,linear
2024-06-21,0.814,2573,1845,0.814,kept,linear
2024-06-24,0.82,2575,1896,0.82,kept,linear
2024-06-25,0.816,2397,1750,0.816,kept,linear
2024-06-26,0.812,2459,1817,0.812,kept,linear
2024-06-27,0.816,2285,1681,0.816,kept,linear
2024-06-28,0.802,3019,2112,0.802,kept,linear
2024-07-01,0.812,2793,1993,0.812,kept,linear
2024-07-02,0.816,2551,1803,0.816,kept,linear
2024-07-03,0.816,2357,1691,0.816,kept,linear
2024-07-05,0.822,2856,1952,0.822,kept,linear
2024-07-08,0.826,2780,1895,0.826,kept,linear
2024-07-09,0.808,2598,1803,0.808,kept,linear
2024-07-10,0.808,3104,2044,0.808,kept,linear
2024-07-11,0.802,2892,1939,0.802,kept,linear
2024-07-12,0.812,3299,2174,0.812,kept,linear
2024-07-15,0.794,3002,2012,0.794,kept,linear
2024-07-16,0.81,2897,1956,0.81,kept,linear
2024-07-17,0.806,3179,2050,0.806,kept,linear
2024-07-18,0.854,2790,1990,0.854,kept,linear
2024-07-19,0.818,2752,1991,0.818,kept,linear
2024-07-22,0.814,2665,1871,0.814,kept,linear
2024-07-23,0.814,2316,1707,0.814,kept,linear
2024-07-24,0.82,3513,2340,0.82,kept,linear
2024-07-25,0.818,3186,2200,0.818,kept,linear
2024-07-26,0.814,2802,1962,0.814,kept,linear
2024-07-29,0.82,2489,1837,0.82,kept,linear
2024-07-30,0.816,2923,2038,0.816,kept,linear
2024-07-31,0.808,3052,2141,0.808,kept,linear
2024-08-01,0.818,3433,2286,0.818,kept,linear
2024-08-02,0.814,3920,2518,0.814,kept,linear
2024-08-05,0.782,4543,2777,0.782,kept,linear
2024-08-06,0.774,4002,2546,0.774,kept,linear
2024-08-07,0.782,3838,2420,0.782,kept,linear
2024-08-08,0.768,3231,2106,0.768,kept,linear
2024-08-09,0.772,3334,2269,0.772,kept,linear
2024-08-12,0.766,3336,2266,0.766,kept,linear
2024-08-13,0.76,3420,2286,0.76,kept,linear
2024-08-14,0.782,3265,2254,0.782,kept,linear
2024-08-15,0.854,3685,2452,0.854,kept,linear
2024-08-16,0.818,3166,2154,0.818,kept,linear
2024-08-19,0.816,3541,2312,0.816,kept,linear
2024-08-20,0.818,3337,2244,0.818,kept,linear
2024-08-21,0.822,3131,2098,0.822,kept,linear
2024-08-22,0.812,2809,2019,0.812,kept,linear
2024-08-23,0.81,2928,2086,0.81,kept,linear
2024-08-26,0.816,2608,1948,0.816,kept,linear
2024-08-27,0.8,2460,1879,0.8,kept,linear
2024-08-28,0.816,2848,2108,0.816,kept,linear
2024-08-29,0.808,2784,1970,0.808,kept,linear
2024-08-30,0.806,2924,2108,0.806,kept,linear
2024-09-03,0.768,3383,2249,0.768,kept,linear
2024-09-04,0.77,2888,2005,0.77,kept,linear
2024-09-05,0.77,2757,1882,0.77,kept,linear
2024-09-06,0.78,3775,2477,0.78,kept,linear
2024-09-09,0.758,3117,2093,0.758,kept,linear
2024-09-10,0.768,2785,1943,0.768,kept,linear
2024-09-11,0.774,3360,2232,0.774,kept,linear
2024-09-12,0.754,3002,2005,0.754,kept,linear
2024-09-13,0.754,2999,2020,0.754,kept,linear
2024-09-16,0.75,2824,1947,0.75,kept,linear
2024-09-17,0.768,3069,2017,0.768,kept,linear
2024-09-18,0.754,2655,1747,0.754,kept,linear
2024-09-19,0.866,3083,2156,0.866,kept,linear
2024-09-20,0.81,2617,1884,0.81,kept,linear
2024-09-23,0.812,2621,1874,0.812,kept,linear
2024-09-24,0.802,2581,1872,0.802,kept,linear
2024-09-25,0.808,2556,1874,0.808,kept,linear
2024-09-26,0.82,2388,1721,0.82,kept,linear
2024-09-27,0.81,2533,1789,0.81,kept,linear
2024-09-30,0.842,2778,1950,0.842,kept,linear
2024-10-01,0.808,2984,2035,0.808,kept,linear
2024-10-02,0.812,2352,1674,0.812,kept,linear
2024-10-03,0.81,2319,1597,0.81,kept,linear
2024-10-04,0.812,2300,1606,0.812,kept,linear
2024-10-07,0.826,2500,1708,0.826,kept,linear
2024-10-08,0.818,2288,1561,0.818,kept,linear
2024-10-09,0.816,2663,1844,0.816,kept,linear
2024-10-10,0.82,2144,1495,0.82,kept,linear
2024-10-11,0.82,2888,1956,0.82,kept,linear
2024-10-15,0.816,2756,1856,0.816,kept,linear
2024-10-16,0.822,2575,1739,0.822,kept,linear
2024-10-17,0.852,1959,1474,0.852,kept,linear
2024-10-18,0.818,2408,1746,0.818,kept,linear
2024-10-21,0.8,2475,1826,0.8,kept,linear
2024-10-22,0.816,2049,1517,0.816,kept,linear
2024-10-23,0.818,2639,1878,0.818,kept,linear
2024-10-24,0.8,2018,1488,0.8,kept,linear
2024-10-25,0.826,2594,1864,0.826,kept,linear
2024-10-28,0.816,2296,1665,0.816,kept,linear
2024-10-29,0.812,2346,1709,0.812,kept,linear
2024-10-30,0.814,2394,1783,0.814,kept,linear
2024-10-31,0.81,3197,2176,0.81,kept,linear
2024-11-01,0.81,2538,1885,0.81,kept,linear
2024-11-04,0.774,2731,1935,0.774,kept,linear
2024-11-05,0.758,2591,1911,0.758,kept,linear
2024-11-06,0.778,3909,2707,0.778,kept,linear
2024-11-07,0.78,3250,2275,0.78,kept,linear
2024-11-08,0.774,3281,2305,0.774,kept,linear
2024-11-12,0.764,2645,1915,0.764,kept,linear
2024-11-13,0.756,2658,1919,0.756,kept,linear
2024-11-14,0.744,2623,1881,0.744,kept,linear
2024-11-15,0.754,3638,2430,0.754,kept,linear
2024-11-18,0.75,2911,2042,0.75,kept,linear
2024-11-19,0.742,2807,1966,0.742,kept,linear
2024-11-20,0.75,2931,2001,0.75,kept,linear
2024-11-21,0.85,2435,1849,0.85,kept,linear
2024-11-22,0.804,2423,1790,0.804,kept,linear
2024-11-25,0.808,2784,2052,0.808,kept,linear
2024-11-26,0.804,2729,2097,0.804,kept,linear
2024-11-27,0.79,2730,2037,0.79,kept,linear
2024-11-29,0.792,2256,1686,0.792,kept,linear
2024-12-02,0.792,2423,1798,0.792,kept,linear
2024-12-03,0.802,2356,1755,0.802,kept,linear
2024-12-04,0.804,2543,1837,0.804,kept,linear
2024-12-05,0.81,2128,1554,0.81,kept,linear
2024-12-06,0.768,2289,1690,0.768,kept,linear
2024-12-09,0.758,2358,1708,0.758,kept,linear
2024-12-10,0.762,2215,1616,0.762,kept,linear
2024-12-11,0.766,2499,1801,0.766,kept,linear
2024-12-12,0.756,2233,1615,0.756,kept,linear
2024-12-13,0.746,2334,1692,0.746,kept,linear
2024-12-16,0.768,2670,1874,0.768,kept,linear
2024-12-17,0.756,2871,1993,0.756,kept,linear
2024-12-18,0.758,3804,2497,0.758,kept,linear
2024-12-19,0.854,3494,2458,0.854,kept,linear
2024-12-20,0.806,3627,2483,0.806,kept,linear
2024-12-23,0.806,3070,2245,0.806,kept,linear
2024-12-24,0.792,2826,2134,0.792,kept,linear
2024-12-26,0.808,2679,1995,0.808,kept,linear
2024-12-27,0.804,3259,2333,0.804,kept,linear
2024-12-30,0.82,3456,2410,0.82,kept,linear
2024-12-31,0.848,3168,2331,0.848,kept,linear
