quote_date,coverage_final,n_obs_raw,n_obs_unique,coverage,status,interp_used
2021-07-29,0.746,1765,1255,0.746,kept,linear
2021-07-30,0.768,1780,1274,0.768,kept,linear
2021-08-02,0.738,1863,1248,0.738,kept,linear
2021-08-03,0.732,1865,1238,0.732,kept,linear
2021-08-04,0.728,1582,1154,0.728,kept,linear
2021-08-05,0.72,1603,1120,0.72,kept,linear
2021-08-06,0.734,1757,1194,0.734,kept,linear
2021-08-09,0.732,1861,1232,0.732,kept,linear
2021-08-10,0.716,1920,1278,0.716,kept,linear
2021-08-11,0.698,1964,1355,0.698,kept,linear
2021-08-12,0.736,1819,1222,0.736,kept,linear
2021-08-13,0.712,1840,1215,0.712,kept,linear
2021-08-16,0.718,2100,1359,0.718,kept,linear
2021-08-17,0.75,2213,1435,0.75,kept,linear
2021-08-18,0.676,2061,1357,0.676,kept,linear
2021-08-19,0.816,1951,1347,0.816,kept,linear
2021-08-20,0.78,1751,1249,0.78,kept,linear
2021-08-23,0.784,2071,1429,0.784,kept,linear
2021-08-24,0.782,1875,1346,0.782,kept,linear
2021-08-25,0.734,1935,1330,0.734,kept,linear
2021-08-26,0.782,1634,1118,0.782,kept,linear
2021-08-27,0.768,1880,1340,0.768,kept,linear
2021-08-30,0.782,2208,1502,0.782,kept,linear
2021-08-31,0.766,1819,1308,0.766,kept,linear
2021-09-01,0.778,1786,1220,0.778,kept,linear
2021-09-02,0.786,1554,1076,0.786,kept,linear
2021-09-03,0.796,1526,1053,0.796,kept,linear
2021-09-07,0.746,1881,1276,0.746,kept,linear
2021-09-08,0.746,1932,1318,0.746,kept,linear
2021-09-09,0.714,1787,1182,0.714,kept,linear
2021-09-10,0.736,2076,1308,0.736,kept,linear
2021-09-13,0.75,2418,1527,0.75,kept,linear
2021-09-14,0.726,2094,1399,0.726,kept,linear
2021-09-15,0.732,2080,1381,0.732,kept,linear
2021-09-16,0.84,1740,1290,0.84,kept,linear
2021-09-17,0.798,2096,1460,0.798,kept,linear
2021-09-20,0.812,3238,2030,0.812,kept,linear
2021-09-21,0.804,2236,1532,0.804,kept,linear
2021-09-22,0.804,2101,1475,0.804,kept,linear
2021-09-23,0.792,2266,1512,0.792,kept,linear
2021-09-24,0.796,1901,1323,0.796,kept,linear
2021-09-27,0.784,2149,1506,0.784,kept,linear
2021-09-28,0.794,2745,1752,0.794,kept,linear
2021-09-29,0.794,2189,1484,0.794,kept,linear
2021-09-30,0.794,2558,1611,0.794,kept,linear
2021-10-01,0.818,2802,1817,0.818,kept,linear
2021-10-04,0.802,2605,1676,0.802,kept,linear
2021-10-05,0.804,2639,1741,0.804,kept,linear
2021-10-06,0.802,2570,1700,0.802,kept,linear
2021-10-07,0.8,2575,1730,0.8,kept,linear
2021-10-08,0.76,2117,1441,0.76,kept,linear
2021-10-12,0.802,2237,1502,0.802,kept,linear
2021-10-13,0.774,2569,1751,0.774,kept,linear
2021-10-14,0.784,2899,1873,0.784,kept,linear
2021-10-15,0.784,2696,1764,0.784,kept,linear
2021-10-18,0.76,2849,1839,0.76,kept,linear
2021-10-19,0.76,2909,1845,0.76,kept,linear
2021-10-20,0.76,2721,1762,0.76,kept,linear
2021-10-21,0.822,1952,1392,0.822,kept,linear
2021-10-22,0.81,2451,1724,0.81,kept,linear
2021-10-25,0.788,2402,1666,0.788,kept,linear
2021-10-26,0.768,2702,1838,0.768,kept,linear
2021-10-27,0.774,2174,1558,0.774,kept,linear
2021-10-28,0.776,2132,1486,0.776,kept,linear
2021-10-29,0.784,2400,1658,0.784,kept,linear
2021-11-01,0.792,2270,1561,0.792,kept,linear
2021-11-02,0.808,2208,1526,0.808,kept,linear
2021-11-03,0.776,2373,1599,0.776,kept,linear
2021-11-04,0.784,2415,1549,0.784,kept,linear
2021-11-05,0.808,2720,1744,0.808,kept,linear
2021-11-08,0.76,2314,1556,0.76,kept,linear
2021-11-09,0.766,2432,1652,0.766,kept,linear
2021-11-10,0.744,2388,1602,0.744,kept,linear
2021-11-12,0.768,1993,1356,0.768,kept,linear
2021-11-15,0.728,2169,1426,0.728,kept,linear
2021-11-16,0.748,2355,1544,0.748,kept,linear
2021-11-17,0.754,2076,1457,0.754,kept,linear
2021-11-18,0.796,1720,1274,0.796,kept,linear
2021-11-19,0.794,1879,1367,0.794,kept,linear
2021-11-22,0.8,2161,1503,0.8,kept,linear
2021-11-23,0.784,2052,1451,0.784,kept,linear
2021-11-24,0.794,1633,1183,0.794,kept,linear
2021-11-26,0.808,2339,1559,0.808,kept,linear
2021-11-29,0.802,2590,1782,0.802,kept,linear
2021-11-30,0.788,2784,1889,0.788,kept,linear
2021-12-01,0.796,2597,1816,0.796,kept,linear
2021-12-02,0.802,2358,1687,0.802,kept,linear
2021-12-03,0.798,2503,1724,0.798,kept,linear
2021-12-06,0.774,2204,1517,0.774,kept,linear
2021-12-07,0.754,2353,1642,0.754,kept,linear
2021-12-08,0.756,2129,1548,0.756,kept,linear
2021-12-09,0.726,1735,1225,0.726,kept,linear
2021-12-10,0.722,1833,1238,0.722,kept,linear
2021-12-13,0.724,2181,1482,0.724,kept,linear
2021-12-14,0.766,2325,1596,0.766,kept,linear
2021-12-15,0.732,2413,1609,0.732,kept,linear
2021-12-16,0.848,2349,1567,0.848,kept,linear
2021-12-17,0.806,2469,1634,0.806,kept,linear
2021-12-20,0.82,3185,2039,0.82,kept,linear
2021-12-21,0.818,2622,1779,0.818,kept,linear
2021-12-22,0.8,2639,1763,0.8,kept,linear
2021-12-23,0.814,2846,1966,0.814,kept,linear
2021-12-27,0.798,3162,2193,0.798,kept,linear
2021-12-28,0.812,3016,2148,0.812,kept,linear
2021-12-29,0.802,2825,2082,0.802,kept,linear
2021-12-30,0.832,2447,1791,0.832,kept,linear
2021-12-31,0.784,2371,1658,0.784,kept,linear
2022-01-03,0.796,2357,1607,0.796,kept,linear
2022-01-04,0.794,2407,1672,0.794,kept,linear
2022-01-05,0.804,2957,1956,0.804,kept,linear
2022-01-06,0.806,2565,1724,0.806,kept,linear
2022-01-07,0.804,2513,1705,0.804,kept,linear
2022-01-10,0.792,3238,2039,0.792,kept,linear
2022-01-11,0.808,2664,1764,0.808,kept,linear
2022-01-12,0.792,2490,1699,0.792,kept,linear
2022-01-13,0.8,2245,1442,0.8,kept,linear
2022-01-14,0.812,2638,1684,0.812,kept,linear
2022-01-18,0.772,3278,2035,0.772,kept,linear
2022-01-19,0.774,3089,1959,0.774,kept,linear
2022-01-20,0.862,2786,1825,0.862,kept,linear
2022-01-21,0.824,3531,2169,0.824,kept,linear
2022-01-24,0.826,4047,2451,0.826,kept,linear
2022-01-25,0.826,3147,2023,0.826,kept,linear
2022-01-26,0.828,3005,1950,0.828,kept,linear
2022-01-27,0.826,2529,1670,0.826,kept,linear
2022-01-28,0.826,3078,1984,0.826,kept,linear
2022-01-31,0.82,3310,2011,0.82,kept,linear
2022-02-01,0.812,2797,1810,0.812,kept,linear
2022-02-02,0.804,2758,1762,0.804,kept,linear
2022-02-03,0.816,2621,1680,0.816,kept,linear
2022-02-04,0.814,2145,1445,0.814,kept,linear
2022-02-07,0.77,2384,1584,0.77,kept,linear
2022-02-08,0.762,2131,1441,0.762,kept,linear
2022-02-09,0.764,2738,1800,0.764,kept,linear
2022-02-10,0.768,2466,1629,0.768,kept,linear
2022-02-11,0.782,2812,1781,0.782,kept,linear
2022-02-14,0.78,2969,1890,0.78,kept,linear
2022-02-15,0.776,2595,1694,0.776,kept,linear
2022-02-16,0.77,2560,1690,0.77,kept,linear
2022-02-17,0.864,2365,1655,0.864,kept,linear
2022-02-18,0.822,2473,1711,0.822,kept,linear
2022-02-22,0.824,2779,1877,0.824,kept,linear
2022-02-23,0.824,3113,2016,0.824,kept,linear
2022-02-24,0.826,3395,2086,0.826,kept,linear
2022-02-25,0.82,2773,1832,0.82,kept,linear
2022-02-28,0.81,2566,1743,0.81,kept,linear
2022-03-01,0.822,2677,1850,0.822,kept,linear
2022-03-02,0.822,2369,1630,0.822,kept,linear
2022-03-03,0.816,1851,1284,0.816,kept,linear
2022-03-04,0.824,2168,1435,0.824,kept,linear
2022-03-07,0.774,2551,1683,0.774,kept,linear
2022-03-08,0.78,2463,1627,0.78,kept,linear
2022-03-09,0.774,2263,1555,0.774,kept,linear
2022-03-10,0.78,2211,1516,0.78,kept,linear
2022-03-11,0.78,2593,1683,0.78,kept,linear
2022-03-14,0.764,2686,1748,0.764,kept,linear
2022-03-15,0.778,2823,1794,0.778,kept,linear
2022-03-16,0.758,2396,1685,0.758,kept,linear
2022-03-17,0.87,2388,1654,0.87,kept,linear
2022-03-18,0.822,2595,1780,0.822,kept,linear
2022-03-21,0.826,2540,1805,0.826,kept,linear
2022-03-22,0.82,3110,2042,0.82,kept,linear
2022-03-23,0.814,2488,1723,0.814,kept,linear
2022-03-24,0.806,2211,1558,0.806,kept,linear
2022-03-25,0.82,2429,1639,0.82,kept,linear
2022-03-28,0.816,2714,1801,0.816,kept,linear
2022-03-29,0.822,2856,1862,0.822,kept,linear
2022-03-30,0.814,2874,1981,0.814,kept,linear
2022-03-31,0.836,2572,1722,0.836,kept,linear
2022-04-01,0.81,2691,1744,0.81,kept,linear
2022-04-04,0.818,2327,1552,0.818,kept,linear
2022-04-05,0.806,2578,1725,0.806,kept,linear
2022-04-06,0.812,2932,1880,0.812,kept,linear
2022-04-07,0.81,2117,1417,0.81,kept,linear
2022-04-08,0.81,2191,1462,0.81,kept,linear
2022-04-11,0.818,2756,1744,0.818,kept,linear
2022-04-12,0.82,2862,1869,0.82,kept,linear
2022-04-13,0.794,2478,1663,0.794,kept,linear
2022-04-14,0.824,2394,1596,0.824,kept,linear
2022-04-18,0.772,2668,1702,0.772,kept,linear
2022-04-19,0.764,2866,1811,0.764,kept,linear
2022-04-20,0.77,2650,1721,0.77,kept,linear
2022-04-21,0.858,2429,1698,0.858,kept,linear
2022-04-22,0.826,3113,2024,0.826,kept,linear
2022-04-25,0.822,3487,2239,0.822,kept,linear
2022-04-26,0.828,3289,2152,0.828,kept,linear
2022-04-27,0.824,2804,1883,0.824,kept,linear
2022-04-28,0.822,2812,1902,0.822,kept,linear
2022-04-29,0.824,2908,1939,0.824,kept,linear
2022-05-02,0.826,3073,1901,0.826,kept,linear
2022-05-03,0.822,2517,1654,0.822,kept,linear
2022-05-04,0.812,2702,1774,0.812,kept,linear
2022-05-05,0.806,2442,1556,0.806,kept,linear
2022-05-06,0.804,2543,1617,0.804,kept,linear
2022-05-09,0.776,3010,1850,0.776,kept,linear
2022-05-10,0.782,2898,1792,0.782,kept,linear
2022-05-11,0.766,2841,1727,0.766,kept,linear
2022-05-12,0.776,2588,1639,0.776,kept,linear
2022-05-13,0.766,2565,1612,0.766,kept,linear
2022-05-16,0.776,2585,1603,0.776,kept,linear
2022-05-17,0.778,2875,1796,0.778,kept,linear
2022-05-18,0.768,2980,1923,0.768,kept,linear
2022-05-19,0.858,2608,1773,0.858,kept,linear
2022-05-20,0.828,2896,1835,0.828,kept,linear
2022-05-23,0.824,2577,1776,0.824,kept,linear
2022-05-24,0.798,2521,1730,0.798,kept,linear
2022-05-25,0.81,2337,1607,0.81,kept,linear
2022-05-26,0.828,2475,1649,0.828,kept,linear
2022-05-27,0.82,2831,1872,0.82,kept,linear
2022-05-31,0.822,2502,1697,0.822,kept,linear
2022-06-01,0.812,2306,1528,0.812,kept,linear
2022-06-02,0.818,2150,1432,0.818,kept,linear
2022-06-03,0.798,2006,1376,0.798,kept,linear
2022-06-06,0.738,2129,1449,0.738,kept,linear
2022-06-07,0.774,2248,1519,0.774,kept,linear
2022-06-08,0.77,2154,1503,0.77,kept,linear
2022-06-09,0.782,2339,1556,0.782,kept,linear
2022-06-10,0.78,3311,1954,0.78,kept,linear
2022-06-13,0.776,3395,1970,0.776,kept,linear
2022-06-14,0.766,2854,1798,0.766,kept,linear
2022-06-15,0.77,2946,1758,0.77,kept,linear
2022-06-16,0.874,2610,1708,0.874,kept,linear
2022-06-17,0.828,2350,1611,0.828,kept,linear
2022-06-21,0.824,2639,1746,0.824,kept,linear
2022-06-22,0.828,2391,1649,0.828,kept,linear
2022-06-23,0.826,2041,1410,0.826,kept,linear
2022-06-24,0.824,2673,1794,0.824,kept,linear
2022-06-27,0.824,2276,1558,0.824,kept,linear
2022-06-28,0.814,2661,1791,0.814,kept,linear
2022-06-29,0.828,2340,1690,0.828,kept,linear
2022-06-30,0.824,2373,1562,0.824,kept,linear
2022-07-01,0.826,2446,1615,0.826,kept,linear
2022-07-05,0.824,2504,1645,0.824,kept,linear
2022-07-06,0.822,2480,1640,0.822,kept,linear
2022-07-07,0.816,2700,1762,0.816,kept,linear
2022-07-08,0.818,2404,1578,0.818,kept,linear
2022-07-11,0.806,2325,1557,0.806,kept,linear
2022-07-12,0.784,2484,1611,0.784,kept,linear
2022-07-13,0.798,2922,1898,0.798,kept,linear
2022-07-14,0.806,2881,1819,0.806,kept,linear
2022-07-15,0.812,2649,1706,0.812,kept,linear
2022-07-18,0.782,2750,1797,0.782,kept,linear
2022-07-19,0.782,3008,1882,0.782,kept,linear
2022-07-20,0.782,2956,1845,0.782,kept,linear
2022-07-21,0.862,2458,1656,0.862,kept,linear
2022-07-22,0.824,2417,1633,0.824,kept,linear
2022-07-25,0.818,1947,1402,0.818,kept,linear
2022-07-26,0.826,2149,1546,0.826,kept,linear
2022-07-27,0.806,2645,1778,0.806,kept,linear
2022-07-28,0.822,2659,1747,0.822,kept,linear
2022-07-29,0.818,2796,1800,0.818,kept,linear
2022-08-01,0.81,2559,1689,0.81,kept,linear
2022-08-02,0.82,2318,1533,0.82,kept,linear
2022-08-03,0.808,2612,1711,0.808,kept,linear
2022-08-04,0.812,1978,1324,0.812,kept,linear
2022-08-05,0.8,2013,1380,0.8,kept,linear
2022-08-08,0.778,2353,1528,0.778,kept,linear
2022-08-09,0.766,2203,1511,0.766,kept,linear
2022-08-10,0.776,2784,1749,0.776,kept,linear
2022-08-11,0.768,2531,1608,0.768,kept,linear
2022-08-12,0.766,2546,1620,0.766,kept,linear
2022-08-15,0.776,2535,1592,0.776,kept,linear
2022-08-16,0.766,2496,1570,0.766,kept,linear
2022-08-17,0.734,2618,1719,0.734,kept,linear
2022-08-18,0.836,1892,1378,0.836,kept,linear
2022-08-19,0.824,1990,1402,0.824,kept,linear
2022-08-22,0.816,2472,1644,0.816,kept,linear
2022-08-23,0.81,2039,1426,0.81,kept,linear
2022-08-24,0.808,1966,1420,0.808,kept,linear
2022-08-25,0.808,1801,1303,0.808,kept,linear
2022-08-26,0.826,2612,1677,0.826,kept,linear
2022-08-29,0.82,2648,1733,0.82,kept,linear
2022-08-30,0.812,2844,1846,0.812,kept,linear
2022-08-31,0.802,2650,1768,0.802,kept,linear
2022-09-01,0.828,2579,1677,0.828,kept,linear
2022-09-02,0.8,2619,1688,0.8,kept,linear
2022-09-06,0.758,2537,1639,0.758,kept,linear
2022-09-07,0.77,2513,1627,0.77,kept,linear
2022-09-08,0.756,2047,1376,0.756,kept,linear
2022-09-09,0.754,2686,1735,0.754,kept,linear
2022-09-12,0.766,2716,1733,0.766,kept,linear
2022-09-13,0.756,3046,1882,0.756,kept,linear
2022-09-14,0.77,2534,1724,0.77,kept,linear
2022-09-15,0.868,2603,1700,0.868,kept,linear
2022-09-16,0.82,3179,1967,0.82,kept,linear
2022-09-19,0.828,2714,1728,0.828,kept,linear
2022-09-20,0.814,2808,1760,0.814,kept,linear
2022-09-21,0.794,2772,1733,0.794,kept,linear
2022-09-22,0.828,2701,1806,0.828,kept,linear
2022-09-23,0.828,3191,2009,0.828,kept,linear
2022-09-26,0.826,2711,1772,0.826,kept,linear
2022-09-27,0.818,2847,1872,0.818,kept,linear
2022-09-28,0.824,2851,1916,0.824,kept,linear
2022-09-29,0.844,2634,1691,0.844,kept,linear
2022-09-30,0.828,2893,1840,0.828,kept,linear
2022-10-03,0.828,2753,1680,0.828,kept,linear
2022-10-04,0.828,2791,1752,0.828,kept,linear
2022-10-05,0.812,2399,1600,0.812,kept,linear
2022-10-06,0.822,2001,1318,0.822,kept,linear
2022-10-07,0.824,2526,1551,0.824,kept,linear
2022-10-11,0.808,2573,1587,0.808,kept,linear
2022-10-12,0.792,2240,1448,0.792,kept,linear
2022-10-13,0.826,2938,1745,0.826,kept,linear
2022-10-14,0.812,2520,1571,0.812,kept,linear
2022-10-17,0.782,2531,1600,0.782,kept,linear
2022-10-18,0.78,2672,1695,0.78,kept,linear
2022-10-19,0.776,2292,1481,0.776,kept,linear
2022-10-20,0.87,2025,1424,0.87,kept,linear
2022-10-21,0.828,2365,1586,0.828,kept,linear
2022-10-24,0.806,2371,1615,0.806,kept,linear
2022-10-25,0.828,2697,1755,0.828,kept,linear
2022-10-26,0.816,2521,1683,0.816,kept,linear
2022-10-27,0.814,2096,1440,0.814,kept,linear
2022-10-28,0.824,2686,1773,0.824,kept,linear
2022-10-31,0.822,2409,1653,0.822,kept,linear
2022-11-01,0.822,2204,1480,0.822,kept,linear
2022-11-02,0.822,2285,1471,0.822,kept,linear
2022-11-03,0.824,2384,1536,0.824,kept,linear
2022-11-04,0.812,2367,1533,0.812,kept,linear
2022-11-07,0.756,2202,1483,0.756,kept,linear
2022-11-08,0.77,2389,1577,0.77,kept,linear
2022-11-09,0.758,2132,1431,0.758,kept,linear
2022-11-10,0.78,2860,1749,0.78,kept,linear
2022-11-14,0.772,2422,1549,0.772,kept,linear
2022-11-15,0.75,2505,1576,0.75,kept,linear
2022-11-16,0.762,2145,1411,0.762,kept,linear
2022-11-17,0.844,1770,1291,0.844,kept,linear
2022-11-18,0.826,1812,1346,0.826,kept,linear
2022-11-21,0.804,1785,1337,0.804,kept,linear
2022-11-22,0.822,1990,1422,0.822,kept,linear
2022-11-23,0.812,2136,1500,0.812,kept,linear
2022-11-25,0.802,1364,1025,0.802,kept,linear
2022-11-28,0.826,2202,1528,0.826,kept,linear
2022-11-29,0.802,1972,1377,0.802,kept,linear
2022-11-30,0.82,2686,1800,0.82,kept,linear
2022-12-01,0.818,2250,1506,0.818,kept,linear
2022-12-02,0.814,2243,1518,0.814,kept,linear
2022-12-05,0.758,2332,1576,0.758,kept,linear
2022-12-06,0.78,2679,1818,0.78,kept,linear
2022-12-07,0.782,2243,1594,0.782,kept,linear
2022-12-08,0.778,2033,1477,0.778,kept,linear
2022-12-09,0.782,2124,1485,0.782,kept,linear
2022-12-12,0.756,2237,1569,0.756,kept,linear
2022-12-13,0.764,2541,1681,0.764,kept,linear
2022-12-14,0.77,2333,1607,0.77,kept,linear
2022-12-15,0.874,3061,1972,0.874,kept,linear
2022-12-16,0.828,2933,1916,0.828,kept,linear
2022-12-19,0.828,3011,1935,0.828,kept,linear
2022-12-20,0.828,2714,1814,0.828,kept,linear
2022-12-21,0.82,2952,2011,0.82,kept,linear
2022-12-22,0.828,2805,1987,0.828,kept,linear
2022-12-23,0.826,2183,1634,0.826,kept,linear
2022-12-27,0.828,2058,1511,0.828,kept,linear
2022-12-28,0.828,2674,1901,0.828,kept,linear
2022-12-29,0.854,2615,1832,0.854,kept,linear
2022-12-30,0.828,2513,1795,0.828,kept,linear
2023-01-03,0.828,2486,1669,0.828,kept,linear
2023-01-04,0.824,2440,1664,0.824,kept,linear
2023-01-05,0.826,2272,1538,0.826,kept,linear
2023-01-06,0.826,2794,1819,0.826,kept,linear
2023-01-09,0.824,2685,1728,0.824,kept,linear
2023-01-10,0.826,2452,1619,0.826,kept,linear
2023-01-11,0.822,2797,1826,0.822,kept,linear
2023-01-12,0.824,2673,1734,0.824,kept,linear
2023-01-13,0.816,2737,1777,0.816,kept,linear
2023-01-17,0.782,2586,1665,0.782,kept,linear
2023-01-18,0.782,3010,1888,0.782,kept,linear
2023-01-19,0.872,2453,1713,0.872,kept,linear
2023-01-20,0.826,2516,1721,0.826,kept,linear
2023-01-23,0.826,2827,1866,0.826,kept,linear
2023-01-24,0.826,2337,1658,0.826,kept,linear
2023-01-25,0.826,2587,1767,0.826,kept,linear
2023-01-26,0.826,2542,1735,0.826,kept,linear
2023-01-27,0.824,2686,1801,0.824,kept,linear
2023-01-30,0.826,2259,1511,0.826,kept,linear
2023-01-31,0.826,2141,1447,0.826,kept,linear
2023-02-01,0.824,2671,1706,0.824,kept,linear
2023-02-02,0.818,2755,1682,0.818,kept,linear
2023-02-03,0.822,2502,1613,0.822,kept,linear
2023-02-06,0.778,2397,1603,0.778,kept,linear
2023-02-07,0.776,2543,1656,0.776,kept,linear
2023-02-08,0.78,2538,1667,0.78,kept,linear
2023-02-09,0.778,2582,1690,0.778,kept,linear
2023-02-10,0.776,2580,1704,0.776,kept,linear
2023-02-13,0.772,2486,1630,0.772,kept,linear
2023-02-14,0.774,2825,1824,0.774,kept,linear
2023-02-15,0.774,2637,1773,0.774,kept,linear
2023-02-16,0.866,2394,1655,0.866,kept,linear
2023-02-17,0.816,2629,1818,0.816,kept,linear
2023-02-21,0.826,2832,1902,0.826,kept,linear
2023-02-22,0.824,2452,1704,0.824,kept,linear
2023-02-23,0.818,2364,1647,0.818,kept,linear
2023-02-24,0.82,2736,1875,0.82,kept,linear
2023-02-27,0.822,2593,1827,0.822,kept,linear
2023-02-28,0.82,2591,1831,0.82,kept,linear
2023-03-01,0.824,2865,1990,0.824,kept,linear
2023-03-02,0.82,2627,1785,0.82,kept,linear
2023-03-03,0.808,2393,1618,0.808,kept,linear
2023-03-06,0.776,2773,1846,0.776,kept,linear
2023-03-07,0.778,3051,2037,0.778,kept,linear
2023-03-08,0.768,2468,1728,0.768,kept,linear
2023-03-09,0.776,3017,1964,0.776,kept,linear
2023-03-10,0.78,3728,2280,0.78,kept,linear
2023-03-13,0.782,3395,2104,0.782,kept,linear
2023-03-14,0.78,3304,2156,0.78,kept,linear
2023-03-15,0.778,3384,2162,0.778,kept,linear
2023-03-16,0.866,3309,2038,0.866,kept,linear
2023-03-17,0.828,3333,2097,0.828,kept,linear
2023-03-20,0.824,3181,2009,0.824,kept,linear
2023-03-21,0.818,3874,2280,0.818,kept,linear
2023-03-22,0.822,3637,2179,0.822,kept,linear
2023-03-23,0.822,3072,2012,0.822,kept,linear
2023-03-24,0.808,2944,1968,0.808,kept,linear
2023-03-27,0.822,2737,1924,0.822,kept,linear
2023-03-28,0.822,2845,1936,0.822,kept,linear
2023-03-29,0.868,3077,2104,0.868,kept,linear
2023-03-30,0.82,2935,1918,0.82,kept,linear
2023-03-31,0.82,3425,2174,0.82,kept,linear
2023-04-03,0.822,2924,1899,0.822,kept,linear
2023-04-04,0.82,2944,1945,0.82,kept,linear
2023-04-05,0.818,2499,1741,0.818,kept,linear
2023-04-06,0.816,2407,1687,0.816,kept,linear
2023-04-10,0.802,2550,1731,0.802,kept,linear
2023-04-11,0.814,2495,1711,0.814,kept,linear
2023-04-12,0.798,2731,1805,0.798,kept,linear
2023-04-13,0.808,2617,1752,0.808,kept,linear
2023-04-14,0.79,2778,1832,0.79,kept,linear
2023-04-17,0.766,2979,1893,0.766,kept,linear
2023-04-18,0.76,2732,1784,0.76,kept,linear
2023-04-19,0.778,2837,1863,0.778,kept,linear
2023-04-20,0.852,2555,1803,0.852,kept,linear
2023-04-21,0.814,2362,1679,0.814,kept,linear
2023-04-24,0.812,2259,1616,0.812,kept,linear
2023-04-25,0.81,2824,1896,0.81,kept,linear
2023-04-26,0.824,2900,1964,0.824,kept,linear
2023-04-27,0.802,2741,1793,0.802,kept,linear
2023-04-28,0.802,2890,1898,0.802,kept,linear
2023-05-01,0.814,2787,1882,0.814,kept,linear
2023-05-02,0.822,2902,1819,0.822,kept,linear
2023-05-03,0.814,2448,1613,0.814,kept,linear
2023-05-04,0.804,2794,1806,0.804,kept,linear
2023-05-05,0.82,2790,1814,0.82,kept,linear
2023-05-08,0.774,2303,1524,0.774,kept,linear
2023-05-09,0.774,2270,1526,0.774,kept,linear
2023-05-10,0.778,2656,1725,0.778,kept,linear
2023-05-11,0.758,2307,1517,0.758,kept,linear
2023-05-12,0.76,2671,1747,0.76,kept,linear
2023-05-15,0.758,2658,1744,0.758,kept,linear
2023-05-16,0.762,2584,1718,0.762,kept,linear
2023-05-17,0.758,3016,1951,0.758,kept,linear
2023-05-18,0.852,2666,1839,0.852,kept,linear
2023-05-19,0.828,2561,1776,0.828,kept,linear
2023-05-22,0.806,2286,1627,0.806,kept,linear
2023-05-23,0.808,2664,1811,0.808,kept,linear
2023-05-24,0.796,2935,1922,0.796,kept,linear
2023-05-25,0.802,2280,1537,0.802,kept,linear
2023-05-26,0.808,2768,1801,0.808,kept,linear
2023-05-30,0.81,2530,1684,0.81,kept,linear
2023-05-31,0.804,2618,1786,0.804,kept,linear
2023-06-01,0.794,2718,1735,0.794,kept,linear
2023-06-02,0.812,3270,2030,0.812,kept,linear
2023-06-05,0.762,2850,1814,0.762,kept,linear
2023-06-06,0.764,2799,1838,0.764,kept,linear
2023-06-07,0.754,2714,1809,0.754,kept,linear
2023-06-08,0.746,2729,1856,0.746,kept,linear
2023-06-09,0.766,2990,1974,0.766,kept,linear
2023-06-12,0.758,2948,1923,0.758,kept,linear
2023-06-13,0.746,3357,2098,0.746,kept,linear
2023-06-14,0.744,3160,2035,0.744,kept,linear
2023-06-15,0.762,3488,2136,0.762,kept,linear
2023-06-16,0.762,3358,2074,0.762,kept,linear
2023-06-20,0.76,3130,1945,0.76,kept,linear
2023-06-21,0.748,3028,1921,0.748,kept,linear
2023-06-22,0.844,2451,1719,0.844,kept,linear
2023-06-23,0.818,2872,1967,0.818,kept,linear
2023-06-26,0.814,2703,1817,0.814,kept,linear
2023-06-27,0.826,2822,1908,0.826,kept,linear
2023-06-28,0.808,2742,1886,0.808,kept,linear
2023-06-29,0.832,2517,1709,0.832,kept,linear
2023-06-30,0.802,3395,2126,0.802,kept,linear
2023-07-03,0.804,1870,1293,0.804,kept,linear
2023-07-05,0.802,2227,1515,0.802,kept,linear
2023-07-06,0.804,2805,1743,0.804,kept,linear
2023-07-07,0.808,2407,1600,0.808,kept,linear
2023-07-10,0.808,2262,1506,0.808,kept,linear
2023-07-11,0.814,2453,1622,0.814,kept,linear
2023-07-12,0.808,2954,1832,0.808,kept,linear
2023-07-13,0.808,2840,1752,0.808,kept,linear
2023-07-14,0.786,2776,1676,0.786,kept,linear
2023-07-17,0.756,2741,1733,0.756,kept,linear
2023-07-18,0.762,3211,1909,0.762,kept,linear
2023-07-19,0.77,3275,1936,0.77,kept,linear
2023-07-20,0.838,2498,1643,0.838,kept,linear
2023-07-21,0.822,2400,1605,0.822,kept,linear
2023-07-24,0.792,2445,1582,0.792,kept,linear
2023-07-25,0.812,2403,1581,0.812,kept,linear
2023-07-26,0.798,2432,1609,0.798,kept,linear
2023-07-27,0.802,2890,1835,0.802,kept,linear
2023-07-28,0.786,2533,1662,0.786,kept,linear
2023-07-31,0.798,2388,1640,0.798,kept,linear
2023-08-01,0.812,2479,1671,0.812,kept,linear
2023-08-02,0.802,2912,1795,0.802,kept,linear
2023-08-03,0.772,2434,1557,0.772,kept,linear
2023-08-04,0.784,2774,1713,0.784,kept,linear
2023-08-07,0.766,2444,1634,0.766,kept,linear
2023-08-08,0.752,2745,1762,0.752,kept,linear
2023-08-09,0.754,2556,1698,0.754,kept,linear
2023-08-10,0.756,2703,1718,0.756,kept,linear
2023-08-11,0.748,2603,1695,0.748,kept,linear
2023-08-14,0.74,2650,1711,0.74,kept,linear
2023-08-15,0.762,2773,1784,0.762,kept,linear
2023-08-16,0.762,3078,1966,0.762,kept,linear
2023-08-17,0.842,2559,1717,0.842,kept,linear
2023-08-18,0.812,2857,1907,0.812,kept,linear
2023-08-21,0.792,2592,1738,0.792,kept,linear
2023-08-22,0.81,2342,1615,0.81,kept,linear
2023-08-23,0.812,2497,1735,0.812,kept,linear
