model,split,node,n_predictions,rmse,mae
arima,test,iv_x21_t03,412,0.0063059286935588,0.0044657690080104
arima,test,iv_x21_t04,422,0.0053873956098165,0.00410118087698
arima,test,iv_x21_t05,422,0.0059695346078462,0.0045805453015029
arima,test,iv_x21_t06,422,0.0065782427435638,0.0050531030420678
arima,test,iv_x21_t07,422,0.0070682839512646,0.0054723051753825
arima,test,iv_x21_t08,422,0.0076896082731721,0.0059947738613057
arima,test,iv_x21_t09,422,0.0085062456169864,0.0066198723698746
arima,test,iv_x21_t10,422,0.0090775897970882,0.0069868677698413
arima,test,iv_x21_t11,422,0.0098555669928802,0.00758906036877
arima,test,iv_x21_t12,422,0.0104304526772342,0.0079763576133451
arima,test,iv_x21_t13,422,0.0110846034012931,0.0084917022283675
arima,test,iv_x21_t14,422,0.0116479478128808,0.0088795608036856
arima,test,iv_x21_t15,422,0.0123470086061087,0.0094523248033588
arima,test,iv_x21_t16,421,0.0128538891136113,0.009705783368093
arima,test,iv_x21_t17,408,0.0135644458417438,0.0103344828112393
arima,test,iv_x21_t18,260,0.0136853796290148,0.0099317029003702
arima,test,iv_x22_t01,47,0.0234482592484127,0.0190065849021493
arima,test,iv_x22_t02,141,0.0156568466570777,0.011575425056822
arima,test,iv_x22_t03,291,0.0099619382796644,0.0067600710998641
arima,test,iv_x22_t04,395,0.0067214115444451,0.0046033846874604
arima,test,iv_x22_t05,421,0.0056805346726061,0.0042251160309927
arima,test,iv_x22_t06,422,0.0061195018457853,0.0046609260655812
arima,test,iv_x22_t07,422,0.0065176797597515,0.0050015715656246
arima,test,iv_x22_t08,422,0.0071663302853776,0.0055305970990609
arima,test,iv_x22_t09,422,0.0076835702953159,0.0059927997328506
arima,test,iv_x22_t10,422,0.0081960420774246,0.0063291070510797
arima,test,iv_x22_t11,422,0.0089169075668844,0.0068974854316776
arima,test,iv_x22_t12,422,0.0095027783891776,0.0072921666923715
arima,test,iv_x22_t13,422,0.0098821206869574,0.0075500814375179
arima,test,iv_x22_t14,422,0.0105690155205047,0.0081169651653792
arima,test,iv_x22_t15,422,0.0112871136344311,0.0087007963634467
arima,test,iv_x22_t16,415,0.0119761238129664,0.0091354633305135
arima,test,iv_x22_t17,387,0.0122703405498116,0.0092522801608158
arima,test,iv_x22_t18,227,0.0127896589680007,0.0097355806567899
arima,test,iv_x23_t01,20,0.0270621858090095,0.0198461168304528
