model,split,node,n_predictions,rmse,mae
arima,test,iv_x23_t02,43,0.0277956531601994,0.0226314766950923
arima,test,iv_x23_t03,121,0.0177331358625736,0.0124735441629454
arima,test,iv_x23_t04,229,0.0103712506105569,0.007253845596557
arima,test,iv_x23_t05,332,0.0062845894781949,0.0047500849092541
arima,test,iv_x23_t06,390,0.0063733517760815,0.0046199154574319
arima,test,iv_x23_t07,409,0.0063276406780852,0.0049415138803244
arima,test,iv_x23_t08,414,0.0064123940128523,0.005022494406778
arima,test,iv_x23_t09,420,0.0070290874282066,0.0054889420500915
arima,test,iv_x23_t10,420,0.0074509330990243,0.0057808371698536
arima,test,iv_x23_t11,420,0.0079722915421959,0.006135102987583
arima,test,iv_x23_t12,420,0.0086884366792403,0.0067646760996663
arima,test,iv_x23_t13,420,0.0091141698098356,0.0070776494377123
arima,test,iv_x23_t14,419,0.0098647779360904,0.007650607213914
arima,test,iv_x23_t15,407,0.0102242167591257,0.0078870314425301
arima,test,iv_x23_t16,384,0.0104663041152004,0.0081150961020828
arima,test,iv_x23_t17,303,0.0109278668501316,0.0084282802481088
arima,test,iv_x23_t18,166,0.0111097822608703,0.0085636257094651
