forecast_model_selected,forecast_rmse,forecast_mae,mapping_traded_rate_vs_selected,mapping_avg_distance,realistic_unhedged_total_pnl,realistic_unhedged_sharpe,delta_hedged_total_pnl,delta_hedged_sharpe,delta_gamma_hedged_total_pnl,delta_gamma_hedged_sharpe,mean_abs_delta_before,mean_abs_delta_after_delta_only,mean_abs_gamma_before,mean_abs_gamma_after_delta_gamma,pct_days_delta_only_hedged,pct_days_delta_gamma_hedged
XGBoost,0.0119508275122061,0.0084808593537077,,,59.18207341269834,0.3453739000507694,2.9120172126745523,0.1435210113364147,-9.898486882809935,-0.4067370259666166,,,,,,
