metric,value
iv_grid_min,0.029524186625962
iv_grid_median,0.1829582176957096
iv_grid_p95,0.29637590081156784
iv_grid_p99,0.36186271151666943
iv_grid_max,0.8823315841955433
iv_grid_mean,0.18858860837913477
iv_grid_std,0.06229351151939172
iv_grid_non_null_count,992765.0
