strategy_label,strategy_key,total_pnl,mean_daily_pnl,daily_volatility,sharpe_ratio,max_drawdown,num_days,num_days_hedged
simple_synthetic_iv_backtest,simple_synthetic,4.660600786191612,0.0110440776923971,0.0127791504331846,13.71916694475155,-0.0134936393229336,422,
realistic_unhedged_option_portfolio,unhedged,59.18207341269834,0.1405749962296872,6.461284084111552,0.3453739000507694,-151.22886408730156,419,
delta_hedged_portfolio,delta_hedged,2.9120172126745523,0.0069499217486266,0.7687138380786939,0.1435210113364147,-23.868978375642865,419,418.0
delta_gamma_hedged_portfolio,delta_gamma_hedged,-9.898486882809935,-0.0236240737059903,0.9220221419247984,-0.4067370259666166,-30.67569145240309,419,418.0
