strategy,total_pnl,mean_daily_pnl,daily_volatility,sharpe_ratio,max_drawdown,num_days,num_days_hedged
unhedged,59.18207341269833,0.1412459985983253,6.476715921465367,0.3461956249175086,-151.22886408730156,419,419
delta_hedged,2.9120172126745523,0.0069499217486266,0.7687138380786939,0.1435210113364147,-23.868978375642865,419,418
delta_gamma_hedged,-9.898486882809935,-0.0236240737059903,0.9220221419247984,-0.4067370259666166,-30.67569145240309,419,418
